date,type,country,kappa_country,strength,degree
2017-10-01,mst,PAN,0.8180404357325686,2.69294499864188,3
2018-01-01,mst,PAN,0.7905214483203176,3.231018998695868,4
2018-04-01,mst,PAN,0.8571416990276735,2.538895012475303,3
2018-07-01,mst,PAN,0.8800401356707452,3.408913943459286,4
2018-10-01,mst,PAN,0.8936552561422291,3.3857903341059727,4
2019-01-01,mst,PAN,0.8483945905013156,3.4886675078499256,4
2019-04-01,mst,PAN,0.9141276779809933,2.625301450834309,3
2019-07-01,mst,PAN,0.9209903892346297,3.431471445512967,4
2019-10-01,mst,PAN,0.8974999105393557,1.7476219008400689,2
2020-01-01,mst,PAN,0.967485504085501,0.9611129819680241,1
2020-04-01,mst,PAN,0.987618799387015,0.989403285769649,1
2020-07-01,mst,PAN,0.99,0.9747086600875721,1
2020-10-01,mst,PAN,0.99,0.9734658906697666,1
2021-01-01,mst,PAN,0.9823195311174915,1.946051642000723,2
2021-04-01,mst,PAN,0.9819247999202267,2.9010130905462614,3
2021-07-01,mst,PAN,0.9765855435787922,1.941503960238328,2
2021-10-01,mst,PAN,0.9577040502583112,1.9449341793472499,2
2022-01-01,mst,PAN,0.9531858143691119,1.936157500075001,2
2022-04-01,mst,PAN,0.9346936055009064,0.9545548735715301,1
2022-07-01,mst,PAN,0.8754713238374346,2.72461294286572,3
2022-10-01,mst,PAN,0.9479092169936233,0.9296469351624993,1
2023-01-01,mst,PAN,0.9581562632256129,0.9310386996818942,1
2023-04-01,mst,PAN,0.9468187922738462,0.9188896263567216,1
2023-07-01,mst,PAN,0.9517246095127379,0.9131561900773525,1
2023-10-01,mst,PAN,0.9567086240814825,0.9210049632356108,1
2024-01-01,mst,PAN,0.9444762141597338,0.8424267124156286,1
2024-04-01,mst,PAN,0.9048941496036484,0.7964984102553095,1
2024-07-01,mst,PAN,0.8737545155799118,0.7485410744177248,1
2024-10-01,mst,PAN,0.957264993820353,0.768460710530957,1
2025-01-01,mst,PAN,0.814297322772894,0.5071481144753311,1
2025-04-01,mst,PAN,0.6804058736639655,0.40868315678607564,1
2025-07-01,mst,PAN,0.4707170906978653,0.6324503761379507,2
2025-10-01,mst,PAN,0.5655331929589505,0.8076725438890265,2
2026-01-01,mst,PAN,0.6232364396338154,1.2762412683810207,2
2026-04-01,mst,PAN,0.7657486833451481,0.6191884839725651,1
2009-10-01,mst,PER,0.9648789187185471,0.9592976702334667,1
2010-01-01,mst,PER,0.9660568309645493,0.9587215233650993,1
2010-04-01,mst,PER,0.9647850538332043,0.9617575065106143,1
2010-07-01,mst,PER,0.9639072445606887,0.9563350695958158,1
2010-10-01,mst,PER,0.9638825036135551,0.9594850519363398,1
2011-01-01,mst,PER,0.9269210961810854,1.8598418057808963,2
2011-04-01,mst,PER,0.98023823229615,1.9216778089793918,2
2011-07-01,mst,PER,0.9508256753684479,0.8792629391860828,1
2011-10-01,mst,PER,0.9716536769864464,0.8979638929868294,1
2012-01-01,mst,PER,0.9634492253125994,0.9075646102528695,1
2012-04-01,mst,PER,0.9616174149809789,0.903614306992197,1
2012-07-01,mst,PER,0.9608422542246181,0.9087784069267736,1
2012-10-01,mst,PER,0.9682192854188466,0.9030866661845596,1
2013-01-01,mst,PER,0.9531920893440735,0.8990651382769662,1
2013-04-01,mst,PER,0.9611762806212538,0.9095136326293177,1
2013-07-01,mst,PER,0.965429085507573,0.9626365101744131,1
2013-10-01,mst,PER,0.9265791572615909,1.8930785662462406,2
2014-01-01,mst,PER,0.9197241945089323,1.885957337568987,2
2014-04-01,mst,PER,0.9311868764968112,1.9070658518169517,2
