date,country,spread_bp
2008-12-01,ECU,4731.154
2009-01-01,ECU,3841.559
2009-02-01,ECU,3433.1620000000003
2009-03-01,ECU,3567.893
2009-04-01,ECU,3385.4500000000003
2009-05-01,ECU,3003.433
2009-06-01,ECU,1321.908
2009-07-01,ECU,1179.551
2009-08-01,ECU,1090.9950000000001
2009-09-01,ECU,939.537
2009-10-01,ECU,814.3739999999999
2009-11-01,ECU,841.626
2009-12-01,ECU,769.489
2010-01-01,ECU,805.9900000000001
2010-02-01,ECU,822.257
2010-03-01,ECU,816.657
2010-04-01,ECU,822.851
2010-05-01,ECU,951.6719999999999
2010-06-01,ECU,1013.447
2010-07-01,ECU,1037.0720000000001
2010-08-01,ECU,1040.273
2010-09-01,ECU,1226.351
2010-10-01,ECU,1010.708
2010-11-01,ECU,987.7090000000001
2010-12-01,ECU,913.3609999999999
2011-01-01,ECU,841.2839999999999
2011-02-01,ECU,758.761
2011-03-01,ECU,780.382
2011-04-01,ECU,781.768
2011-05-01,ECU,799.193
2011-06-01,ECU,782.841
2011-07-01,ECU,779.131
2011-08-01,ECU,871.232
2011-09-01,ECU,867.913
2011-10-01,ECU,886.178
2011-11-01,ECU,838.247
2011-12-01,ECU,845.556
2012-01-01,ECU,817.971
2012-02-01,ECU,787.967
2012-03-01,ECU,824.2520000000001
2012-04-01,ECU,792.242
2012-05-01,ECU,948.3100000000001
2012-06-01,ECU,892.4519999999999
2012-07-01,ECU,852.0609999999999
2012-08-01,ECU,790.569
2012-09-01,ECU,743.341
2012-10-01,ECU,824.1419999999999
2012-11-01,ECU,829.429
2012-12-01,ECU,825.8720000000001
2013-01-01,ECU,703.6469999999999
2013-02-01,ECU,704.268
2013-03-01,ECU,699.697
2013-04-01,ECU,647.2800000000001
2013-05-01,ECU,626.34
2013-06-01,ECU,665.053
2013-07-01,ECU,619.893
2013-08-01,ECU,648.6220000000001
2013-09-01,ECU,627.672
2013-10-01,ECU,499.484
2013-11-01,ECU,539.017
2013-12-01,ECU,530.283
2014-01-01,ECU,605.267
2014-02-01,ECU,609.238
2014-03-01,ECU,507.578
2014-04-01,ECU,361.044
2014-05-01,ECU,371.967
2014-06-01,ECU,375.685
2014-07-01,ECU,486.325
2014-08-01,ECU,411.564
2014-09-01,ECU,484.441
2014-10-01,ECU,494.824
2014-11-01,ECU,550.334
2014-12-01,ECU,883.193
2015-01-01,ECU,887.3659999999999
2015-02-01,ECU,763.2570000000001
2015-03-01,ECU,864.83
2015-04-01,ECU,672.461
2015-05-01,ECU,735.133
2015-06-01,ECU,823.569
2015-07-01,ECU,979.8
2015-08-01,ECU,1343.605
2015-09-01,ECU,1451.466
2015-10-01,ECU,1251.608
2015-11-01,ECU,1206.934
2015-12-01,ECU,1265.733
2016-01-01,ECU,1509.486
2016-02-01,ECU,1390.806
2016-03-01,ECU,1058.309
2016-04-01,ECU,940.9169999999999
2016-05-01,ECU,854.9620000000001
2016-06-01,ECU,912.637
2016-07-01,ECU,877.16
2016-08-01,ECU,862.646
2016-09-01,ECU,844.9780000000001
2016-10-01,ECU,743.4459999999999
2016-11-01,ECU,735.771
2016-12-01,ECU,646.5880000000001
2017-01-01,ECU,590.1329999999999
2017-02-01,ECU,571.941
2017-03-01,ECU,666.282
2017-04-01,ECU,666.745
2017-05-01,ECU,694.153
2017-06-01,ECU,706.493
2017-07-01,ECU,672.624
2017-08-01,ECU,643.065
2017-09-01,ECU,606.443
2017-10-01,ECU,562.66
2017-11-01,ECU,507.37399999999997
2017-12-01,ECU,458.72700000000003
2018-01-01,ECU,442.32199999999995
2018-02-01,ECU,490.177
2018-03-01,ECU,543.8430000000001
2018-04-01,ECU,666.727
2018-05-01,ECU,670.822
2018-06-01,ECU,761.111
2018-07-01,ECU,603.49
2018-08-01,ECU,724.915
2018-09-01,ECU,622.22
2018-10-01,ECU,722.319
2018-11-01,ECU,739.865
2018-12-01,ECU,826.327
2019-01-01,ECU,689.569
2019-02-01,ECU,588.697
2019-03-01,ECU,592.0
2019-04-01,ECU,560.087
2019-05-01,ECU,618.63
2019-06-01,ECU,580.128
2019-07-01,ECU,603.381
2019-08-01,ECU,704.512
2019-09-01,ECU,676.926
2019-10-01,ECU,789.057
2019-11-01,ECU,1145.5140000000001
2019-12-01,ECU,825.991
2020-01-01,ECU,1017.9830000000001
2020-02-01,ECU,1466.33
2020-03-01,ECU,4553.138
2020-04-01,ECU,5129.195
2020-05-01,ECU,3906.6929999999998
2020-06-01,ECU,3372.712
2020-07-01,ECU,2754.602
2020-08-01,ECU,2812.9429999999998
2020-09-01,ECU,1015.1239999999999
2020-10-01,ECU,1029.411
2020-11-01,ECU,1065.4019999999998
2020-12-01,ECU,1062.2669999999998
2021-01-01,ECU,1272.536
2021-02-01,ECU,1226.141
2021-03-01,ECU,1201.145
2021-04-01,ECU,764.27
2021-05-01,ECU,729.682
2021-06-01,ECU,776.073
2021-07-01,ECU,789.5360000000001
2021-08-01,ECU,750.638
2021-09-01,ECU,834.685
2021-10-01,ECU,847.3810000000001
2021-11-01,ECU,890.9639999999999
2021-12-01,ECU,869.0699999999999
2022-01-01,ECU,767.534
2022-02-01,ECU,755.105
2022-03-01,ECU,810.384
2022-04-01,ECU,815.5530000000001
2022-05-01,ECU,801.948
2022-06-01,ECU,1164.954
2022-07-01,ECU,1335.874
2022-08-01,ECU,1550.047
2022-09-01,ECU,1753.103
2022-10-01,ECU,1569.979
2022-11-01,ECU,1333.099
2022-12-01,ECU,1250.2060000000001
2023-01-01,ECU,1215.658
2023-02-01,ECU,1764.6339999999998
2023-03-01,ECU,1916.768
2023-04-01,ECU,1757.016
2023-05-01,ECU,1911.186
2023-06-01,ECU,1902.387
2023-07-01,ECU,1933.7810000000002
2023-08-01,ECU,1850.245
2023-09-01,ECU,1788.673
2023-10-01,ECU,1755.3049999999998
2023-11-01,ECU,2016.0710000000001
2023-12-01,ECU,2054.6949999999997
2024-01-01,ECU,1786.025
2024-02-01,ECU,1420.258
2024-03-01,ECU,1232.56
2024-04-01,ECU,1120.47
2024-05-01,ECU,1273.673
2024-06-01,ECU,1391.176
2024-07-01,ECU,1305.298
2024-08-01,ECU,1239.8210000000001
2024-09-01,ECU,1211.146
2024-10-01,ECU,1250.1490000000001
2024-11-01,ECU,1286.4979999999998
2024-12-01,ECU,1199.547
2025-01-01,ECU,940.874
2025-02-01,ECU,1378.225
2025-03-01,ECU,1630.147
2025-04-01,ECU,1189.0790000000002
2025-05-01,ECU,1098.2440000000001
2025-06-01,ECU,813.927
2025-07-01,ECU,786.8979999999999
2025-08-01,ECU,756.203
2025-09-01,ECU,776.989
2025-10-01,ECU,733.04
2025-11-01,ECU,554.1850000000001
2025-12-01,ECU,491.993
2026-01-01,ECU,438.95
2026-02-01,ECU,483.56399999999996
2026-03-01,ECU,505.741
2026-04-01,ECU,414.621
2007-10-01,MEX,120.928
2007-11-01,MEX,169.50099999999998
2007-12-01,MEX,171.511
2008-01-01,MEX,198.035
2008-02-01,MEX,191.23399999999998
2008-03-01,MEX,192.971
2008-04-01,MEX,164.46099999999998
2008-05-01,MEX,158.412
2008-06-01,MEX,193.803
2008-07-01,MEX,192.316
2008-08-01,MEX,206.738
2008-09-01,MEX,274.759
2008-10-01,MEX,390.419
2008-11-01,MEX,482.193
2008-12-01,MEX,433.799
2009-01-01,MEX,410.909
2009-02-01,MEX,428.64699999999993
2009-03-01,MEX,441.42400000000004
2009-04-01,MEX,349.60200000000003
2009-05-01,MEX,270.11899999999997
2009-06-01,MEX,279.621
2009-07-01,MEX,249.839
2009-08-01,MEX,270.614
2009-09-01,MEX,234.29500000000002
2009-10-01,MEX,224.422
2009-11-01,MEX,220.945
2009-12-01,MEX,192.055
2010-01-01,MEX,214.42999999999998
2010-02-01,MEX,195.862
2010-03-01,MEX,158.584
2010-04-01,MEX,180.512
2010-05-01,MEX,218.715
2010-06-01,MEX,211.566
2010-07-01,MEX,192.003
2010-08-01,MEX,209.83
2010-09-01,MEX,190.827
2010-10-01,MEX,154.684
2010-11-01,MEX,186.988
2010-12-01,MEX,173.21200000000002
2011-01-01,MEX,162.214
2011-02-01,MEX,161.944
2011-03-01,MEX,160.367
2011-04-01,MEX,163.726
2011-05-01,MEX,167.816
2011-06-01,MEX,148.402
2011-07-01,MEX,158.988
2011-08-01,MEX,196.107
2011-09-01,MEX,266.784
2011-10-01,MEX,221.197
2011-11-01,MEX,227.738
2011-12-01,MEX,222.22
2012-01-01,MEX,229.384
2012-02-01,MEX,208.69
2012-03-01,MEX,184.61700000000002
2012-04-01,MEX,186.8
2012-05-01,MEX,249.33299999999997
2012-06-01,MEX,201.93599999999998
2012-07-01,MEX,176.051
2012-08-01,MEX,185.537
2012-09-01,MEX,171.699
2012-10-01,MEX,166.257
2012-11-01,MEX,168.64600000000002
2012-12-01,MEX,155.35000000000002
2013-01-01,MEX,164.583
2013-02-01,MEX,180.27
2013-03-01,MEX,182.446
2013-04-01,MEX,169.351
2013-05-01,MEX,195.614
2013-06-01,MEX,223.17000000000002
2013-07-01,MEX,202.373
2013-08-01,MEX,222.178
2013-09-01,MEX,209.665
2013-10-01,MEX,195.70000000000002
2013-11-01,MEX,211.24200000000002
2013-12-01,MEX,177.086
2014-01-01,MEX,218.926
2014-02-01,MEX,194.767
2014-03-01,MEX,182.029
2014-04-01,MEX,177.266
2014-05-01,MEX,164.619
2014-06-01,MEX,160.114
2014-07-01,MEX,163.514
2014-08-01,MEX,161.23499999999999
2014-09-01,MEX,185.863
2014-10-01,MEX,187.687
2014-11-01,MEX,195.308
2014-12-01,MEX,212.772
2015-01-01,MEX,251.63299999999998
2015-02-01,MEX,215.176
2015-03-01,MEX,227.59
2015-04-01,MEX,223.65400000000002
2015-05-01,MEX,225.27300000000002
2015-06-01,MEX,232.314
2015-07-01,MEX,244.0
2015-08-01,MEX,270.281
2015-09-01,MEX,312.91
2015-10-01,MEX,275.291
2015-11-01,MEX,280.206
2015-12-01,MEX,314.97
2016-01-01,MEX,361.633
2016-02-01,MEX,353.292
2016-03-01,MEX,307.854
2016-04-01,MEX,286.008
2016-05-01,MEX,303.77299999999997
2016-06-01,MEX,292.813
2016-07-01,MEX,294.32
2016-08-01,MEX,257.86899999999997
2016-09-01,MEX,294.224
2016-10-01,MEX,293.10999999999996
2016-11-01,MEX,330.34
2016-12-01,MEX,295.552
2017-01-01,MEX,296.046
2017-02-01,MEX,274.558
2017-03-01,MEX,255.06199999999998
2017-04-01,MEX,254.13000000000002
2017-05-01,MEX,255.37
2017-06-01,MEX,254.684
2017-07-01,MEX,236.55599999999998
2017-08-01,MEX,244.202
2017-09-01,MEX,233.13100000000003
2017-10-01,MEX,246.902
2017-11-01,MEX,232.416
2017-12-01,MEX,244.638
2018-01-01,MEX,223.42499999999998
2018-02-01,MEX,237.77400000000003
2018-03-01,MEX,251.65099999999998
2018-04-01,MEX,262.80899999999997
2018-05-01,MEX,287.543
2018-06-01,MEX,280.79999999999995
2018-07-01,MEX,273.553
2018-08-01,MEX,281.562
2018-09-01,MEX,256.365
2018-10-01,MEX,306.817
2018-11-01,MEX,346.739
2018-12-01,MEX,356.77
2019-01-01,MEX,330.338
2019-02-01,MEX,315.843
2019-03-01,MEX,307.824
2019-04-01,MEX,292.05
2019-05-01,MEX,329.158
2019-06-01,MEX,329.33
2019-07-01,MEX,323.10400000000004
2019-08-01,MEX,334.346
2019-09-01,MEX,317.172
2019-10-01,MEX,320.158
2019-11-01,MEX,319.918
2019-12-01,MEX,292.181
2020-01-01,MEX,308.385
2020-02-01,MEX,371.821
2020-03-01,MEX,653.257
2020-04-01,MEX,656.2389999999999
2020-05-01,MEX,535.779
2020-06-01,MEX,526.079
2020-07-01,MEX,493.492
2020-08-01,MEX,459.192
2020-09-01,MEX,500.54999999999995
2020-10-01,MEX,477.065
2020-11-01,MEX,426.248
2020-12-01,MEX,360.649
2021-01-01,MEX,377.637
2021-02-01,MEX,368.495
2021-03-01,MEX,351.356
2021-04-01,MEX,342.152
2021-05-01,MEX,335.075
2021-06-01,MEX,347.939
2021-07-01,MEX,362.183
2021-08-01,MEX,352.421
2021-09-01,MEX,360.37
2021-10-01,MEX,353.42199999999997
2021-11-01,MEX,388.558
2021-12-01,MEX,347.468
2022-01-01,MEX,356.30600000000004
2022-02-01,MEX,381.958
2022-03-01,MEX,349.245
2022-04-01,MEX,391.07500000000005
2022-05-01,MEX,381.61
2022-06-01,MEX,473.236
2022-07-01,MEX,437.373
2022-08-01,MEX,431.94100000000003
2022-09-01,MEX,482.541
2022-10-01,MEX,427.65000000000003
2022-11-01,MEX,392.109
2022-12-01,MEX,385.956
2023-01-01,MEX,357.305
2023-02-01,MEX,367.589
2023-03-01,MEX,392.697
2023-04-01,MEX,396.339
2023-05-01,MEX,406.362
2023-06-01,MEX,372.835
2023-07-01,MEX,353.96000000000004
2023-08-01,MEX,364.565
2023-09-01,MEX,378.223
2023-10-01,MEX,379.158
2023-11-01,MEX,358.342
2023-12-01,MEX,339.751
2024-01-01,MEX,340.504
2024-02-01,MEX,328.258
2024-03-01,MEX,313.784
2024-04-01,MEX,308.885
2024-05-01,MEX,299.143
2024-06-01,MEX,318.849
2024-07-01,MEX,323.97200000000004
2024-08-01,MEX,327.467
2024-09-01,MEX,315.463
2024-10-01,MEX,306.717
2024-11-01,MEX,312.84299999999996
2024-12-01,MEX,319.125
2025-01-01,MEX,316.65000000000003
2025-02-01,MEX,320.838
2025-03-01,MEX,325.999
2025-04-01,MEX,351.382
2025-05-01,MEX,314.666
2025-06-01,MEX,287.324
2025-07-01,MEX,255.63099999999997
2025-08-01,MEX,245.165
2025-09-01,MEX,213.21699999999998
2025-10-01,MEX,211.753
2025-11-01,MEX,229.806
2025-12-01,MEX,221.862
2026-01-01,MEX,214.302
2026-02-01,MEX,226.34099999999998
2026-03-01,MEX,233.21200000000002
2026-04-01,MEX,211.35000000000002
2007-10-01,PAN,145.827
2007-11-01,PAN,195.228
2007-12-01,PAN,183.822
2008-01-01,PAN,237.635
2008-02-01,PAN,243.04000000000002
2008-03-01,PAN,244.225
2008-04-01,PAN,194.88
2008-05-01,PAN,170.536
2008-06-01,PAN,217.83700000000002
2008-07-01,PAN,212.38199999999998
2008-08-01,PAN,225.406
2008-09-01,PAN,304.546
2008-10-01,PAN,511.214
2008-11-01,PAN,581.998
2008-12-01,PAN,539.199
2009-01-01,PAN,445.397
2009-02-01,PAN,449.927
2009-03-01,PAN,481.14
2009-04-01,PAN,353.493
2009-05-01,PAN,298.861
2009-06-01,PAN,276.685
2009-07-01,PAN,265.553
2009-08-01,PAN,269.989
2009-09-01,PAN,213.83100000000002
2009-10-01,PAN,226.44600000000003
2009-11-01,PAN,204.59
2009-12-01,PAN,166.384
2010-01-01,PAN,213.17499999999998
2010-02-01,PAN,193.878
2010-03-01,PAN,166.805
2010-04-01,PAN,165.439
2010-05-01,PAN,195.38500000000002
2010-06-01,PAN,219.97
2010-07-01,PAN,177.69
2010-08-01,PAN,193.16199999999998
2010-09-01,PAN,174.33700000000002
2010-10-01,PAN,135.124
2010-11-01,PAN,170.33100000000002
2010-12-01,PAN,162.121
2011-01-01,PAN,149.74
2011-02-01,PAN,160.33599999999998
2011-03-01,PAN,150.351
2011-04-01,PAN,149.994
2011-05-01,PAN,155.732
2011-06-01,PAN,127.244
2011-07-01,PAN,142.876
2011-08-01,PAN,181.901
2011-09-01,PAN,252.116
2011-10-01,PAN,201.14200000000002
2011-11-01,PAN,191.408
2011-12-01,PAN,200.60500000000002
2012-01-01,PAN,212.48399999999998
2012-02-01,PAN,180.342
2012-03-01,PAN,152.803
2012-04-01,PAN,158.072
2012-05-01,PAN,218.262
2012-06-01,PAN,186.501
2012-07-01,PAN,169.221
2012-08-01,PAN,149.37
2012-09-01,PAN,148.177
2012-10-01,PAN,129.81400000000002
2012-11-01,PAN,141.043
2012-12-01,PAN,129.20000000000002
2013-01-01,PAN,139.96599999999998
2013-02-01,PAN,162.611
2013-03-01,PAN,168.68099999999998
2013-04-01,PAN,149.16400000000002
2013-05-01,PAN,159.635
2013-06-01,PAN,218.08800000000002
2013-07-01,PAN,182.54
2013-08-01,PAN,219.25300000000001
2013-09-01,PAN,207.865
2013-10-01,PAN,195.796
2013-11-01,PAN,219.233
2013-12-01,PAN,198.738
2014-01-01,PAN,235.812
2014-02-01,PAN,214.101
2014-03-01,PAN,187.673
2014-04-01,PAN,186.23499999999999
2014-05-01,PAN,172.09
2014-06-01,PAN,177.084
2014-07-01,PAN,177.20499999999998
2014-08-01,PAN,170.82299999999998
2014-09-01,PAN,187.319
2014-10-01,PAN,184.63400000000001
2014-11-01,PAN,187.985
2014-12-01,PAN,184.805
2015-01-01,PAN,204.89000000000001
2015-02-01,PAN,180.293
2015-03-01,PAN,193.67000000000002
2015-04-01,PAN,183.642
2015-05-01,PAN,187.264
2015-06-01,PAN,187.657
2015-07-01,PAN,194.13899999999998
2015-08-01,PAN,211.951
2015-09-01,PAN,240.716
2015-10-01,PAN,203.9
2015-11-01,PAN,208.57299999999998
2015-12-01,PAN,214.316
2016-01-01,PAN,246.238
2016-02-01,PAN,237.638
2016-03-01,PAN,205.969
2016-04-01,PAN,195.582
2016-05-01,PAN,211.273
2016-06-01,PAN,213.631
2016-07-01,PAN,196.72899999999998
2016-08-01,PAN,164.739
2016-09-01,PAN,169.547
2016-10-01,PAN,168.458
2016-11-01,PAN,185.793
2016-12-01,PAN,186.652
2017-01-01,PAN,169.004
2017-02-01,PAN,161.899
2017-03-01,PAN,156.166
2017-04-01,PAN,149.555
2017-05-01,PAN,157.121
2017-06-01,PAN,155.465
2017-07-01,PAN,142.279
2017-08-01,PAN,138.464
2017-09-01,PAN,125.47600000000001
2017-10-01,PAN,124.15099999999998
2017-11-01,PAN,114.042
2017-12-01,PAN,118.532
2018-01-01,PAN,101.52600000000001
2018-02-01,PAN,114.34100000000001
2018-03-01,PAN,135.21
2018-04-01,PAN,135.27100000000002
2018-05-01,PAN,151.196
2018-06-01,PAN,151.983
2018-07-01,PAN,129.918
2018-08-01,PAN,136.418
2018-09-01,PAN,119.488
2018-10-01,PAN,146.234
2018-11-01,PAN,154.91299999999998
2018-12-01,PAN,171.325
2019-01-01,PAN,153.325
2019-02-01,PAN,141.67000000000002
2019-03-01,PAN,145.254
2019-04-01,PAN,133.774
2019-05-01,PAN,158.528
2019-06-01,PAN,139.398
2019-07-01,PAN,133.623
2019-08-01,PAN,132.39600000000002
2019-09-01,PAN,138.829
2019-10-01,PAN,138.756
2019-11-01,PAN,133.23499999999999
2019-12-01,PAN,114.333
2020-01-01,PAN,132.345
2020-02-01,PAN,163.551
2020-03-01,PAN,283.21999999999997
2020-04-01,PAN,282.102
2020-05-01,PAN,236.83
2020-06-01,PAN,212.48200000000003
2020-07-01,PAN,183.677
2020-08-01,PAN,179.12699999999998
2020-09-01,PAN,193.405
2020-10-01,PAN,176.113
2020-11-01,PAN,168.667
2020-12-01,PAN,148.583
2021-01-01,PAN,151.352
2021-02-01,PAN,171.838
2021-03-01,PAN,154.93699999999998
2021-04-01,PAN,162.27100000000002
2021-05-01,PAN,161.03300000000002
2021-06-01,PAN,169.50099999999998
2021-07-01,PAN,182.333
2021-08-01,PAN,177.75900000000001
2021-09-01,PAN,186.326
2021-10-01,PAN,190.03
2021-11-01,PAN,214.14
2021-12-01,PAN,186.834
2022-01-01,PAN,207.42600000000002
2022-02-01,PAN,237.647
2022-03-01,PAN,191.703
2022-04-01,PAN,222.71200000000002
2022-05-01,PAN,213.07399999999998
2022-06-01,PAN,246.285
2022-07-01,PAN,253.893
2022-08-01,PAN,243.73
2022-09-01,PAN,286.296
2022-10-01,PAN,274.368
2022-11-01,PAN,224.009
2022-12-01,PAN,214.711
2023-01-01,PAN,223.535
2023-02-01,PAN,216.72699999999998
2023-03-01,PAN,243.04199999999997
2023-04-01,PAN,230.94100000000003
2023-05-01,PAN,226.858
2023-06-01,PAN,214.324
2023-07-01,PAN,194.68099999999998
2023-08-01,PAN,203.48000000000002
2023-09-01,PAN,221.142
2023-10-01,PAN,259.336
2023-11-01,PAN,284.61699999999996
2023-12-01,PAN,282.39
2024-01-01,PAN,310.54400000000004
2024-02-01,PAN,303.94899999999996
2024-03-01,PAN,283.104
2024-04-01,PAN,272.947
2024-05-01,PAN,261.463
2024-06-01,PAN,259.98
2024-07-01,PAN,262.721
2024-08-01,PAN,253.83800000000002
2024-09-01,PAN,237.742
2024-10-01,PAN,268.956
2024-11-01,PAN,272.187
2024-12-01,PAN,303.37100000000004
2025-01-01,PAN,289.331
2025-02-01,PAN,291.003
2025-03-01,PAN,303.451
2025-04-01,PAN,303.64300000000003
2025-05-01,PAN,279.996
2025-06-01,PAN,255.05100000000002
2025-07-01,PAN,231.093
2025-08-01,PAN,205.612
2025-09-01,PAN,176.44899999999998
2025-10-01,PAN,157.49599999999998
2025-11-01,PAN,178.968
2025-12-01,PAN,155.163
2026-01-01,PAN,156.116
2026-02-01,PAN,151.923
2026-03-01,PAN,158.777
2026-04-01,PAN,122.27600000000001
2007-10-01,PER,136.579
2007-11-01,PER,187.721
2007-12-01,PER,178.031
2008-01-01,PER,205.24599999999998
2008-02-01,PER,215.172
2008-03-01,PER,223.22099999999998
2008-04-01,PER,167.77200000000002
2008-05-01,PER,149.918
2008-06-01,PER,198.721
2008-07-01,PER,179.575
2008-08-01,PER,204.109
2008-09-01,PER,309.879
2008-10-01,PER,512.924
2008-11-01,PER,530.136
2008-12-01,PER,508.593
2009-01-01,PER,415.92900000000003
2009-02-01,PER,383.284
2009-03-01,PER,425.25399999999996
2009-04-01,PER,304.094
2009-05-01,PER,278.185
2009-06-01,PER,272.024
2009-07-01,PER,261.885
2009-08-01,PER,257.63
2009-09-01,PER,204.752
2009-10-01,PER,213.19400000000002
2009-11-01,PER,198.85500000000002
2009-12-01,PER,164.52800000000002
2010-01-01,PER,213.55300000000003
2010-02-01,PER,179.424
2010-03-01,PER,148.763
2010-04-01,PER,168.424
2010-05-01,PER,207.94299999999998
2010-06-01,PER,215.06799999999998
2010-07-01,PER,170.909
2010-08-01,PER,191.124
2010-09-01,PER,174.01899999999998
2010-10-01,PER,135.948
2010-11-01,PER,179.867
2010-12-01,PER,165.375
2011-01-01,PER,152.07
2011-02-01,PER,156.01100000000002
2011-03-01,PER,172.664
2011-04-01,PER,216.754
2011-05-01,PER,189.29
2011-06-01,PER,169.023
2011-07-01,PER,159.393
2011-08-01,PER,185.658
2011-09-01,PER,279.39099999999996
2011-10-01,PER,204.62600000000003
2011-11-01,PER,226.526
2011-12-01,PER,215.53300000000002
2012-01-01,PER,221.30700000000002
2012-02-01,PER,195.458
2012-03-01,PER,157.20499999999998
2012-04-01,PER,166.156
2012-05-01,PER,215.75799999999998
2012-06-01,PER,174.38899999999998
2012-07-01,PER,144.97
2012-08-01,PER,144.866
2012-09-01,PER,124.9
2012-10-01,PER,117.695
2012-11-01,PER,121.65299999999999
2012-12-01,PER,113.639
2013-01-01,PER,128.91
2013-02-01,PER,137.69199999999998
2013-03-01,PER,147.029
2013-04-01,PER,131.517
2013-05-01,PER,158.619
2013-06-01,PER,200.781
2013-07-01,PER,179.75699999999998
2013-08-01,PER,207.43900000000002
2013-09-01,PER,183.516
2013-10-01,PER,176.094
2013-11-01,PER,193.198
2013-12-01,PER,161.898
2014-01-01,PER,202.02499999999998
2014-02-01,PER,181.083
2014-03-01,PER,165.178
2014-04-01,PER,148.686
2014-05-01,PER,150.21800000000002
2014-06-01,PER,150.83599999999998
2014-07-01,PER,150.923
2014-08-01,PER,148.07999999999998
2014-09-01,PER,162.47199999999998
2014-10-01,PER,168.969
2014-11-01,PER,166.708
2014-12-01,PER,181.989
2015-01-01,PER,208.43600000000004
2015-02-01,PER,170.367
2015-03-01,PER,180.786
2015-04-01,PER,171.198
2015-05-01,PER,174.185
2015-06-01,PER,181.99099999999999
2015-07-01,PER,196.04299999999998
2015-08-01,PER,224.77999999999997
2015-09-01,PER,257.777
2015-10-01,PER,220.362
2015-11-01,PER,224.47
2015-12-01,PER,240.348
2016-01-01,PER,273.331
2016-02-01,PER,260.42
2016-03-01,PER,225.84300000000002
2016-04-01,PER,197.93099999999998
2016-05-01,PER,213.335
2016-06-01,PER,200.32999999999998
2016-07-01,PER,193.787
2016-08-01,PER,161.59799999999998
2016-09-01,PER,154.385
2016-10-01,PER,155.257
2016-11-01,PER,173.06900000000002
2016-12-01,PER,169.56
2017-01-01,PER,158.746
2017-02-01,PER,151.816
2017-03-01,PER,146.04500000000002
2017-04-01,PER,144.01299999999998
2017-05-01,PER,144.964
2017-06-01,PER,145.089
2017-07-01,PER,151.501
2017-08-01,PER,152.948
2017-09-01,PER,139.544
2017-10-01,PER,136.131
2017-11-01,PER,132.547
2017-12-01,PER,136.256
2018-01-01,PER,119.00299999999999
2018-02-01,PER,137.184
2018-03-01,PER,156.353
2018-04-01,PER,152.2
2018-05-01,PER,167.91799999999998
2018-06-01,PER,165.97
2018-07-01,PER,142.986
2018-08-01,PER,147.147
2018-09-01,PER,132.81799999999998
2018-10-01,PER,152.279
2018-11-01,PER,161.952
2018-12-01,PER,168.028
2019-01-01,PER,144.783
2019-02-01,PER,131.25199999999998
2019-03-01,PER,130.472
2019-04-01,PER,125.84
2019-05-01,PER,148.068
2019-06-01,PER,123.81599999999999
2019-07-01,PER,116.53899999999999
2019-08-01,PER,121.91300000000001
2019-09-01,PER,130.844
2019-10-01,PER,130.719
2019-11-01,PER,126.438
2019-12-01,PER,106.977
2020-01-01,PER,122.25699999999999
2020-02-01,PER,155.742
2020-03-01,PER,264.50800000000004
2020-04-01,PER,257.351
2020-05-01,PER,191.354
2020-06-01,PER,182.138
2020-07-01,PER,150.487
2020-08-01,PER,151.312
2020-09-01,PER,169.933
2020-10-01,PER,148.99800000000002
2020-11-01,PER,160.826
2020-12-01,PER,132.012
2021-01-01,PER,128.04899999999998
2021-02-01,PER,163.72500000000002
2021-03-01,PER,151.8
2021-04-01,PER,164.89499999999998
2021-05-01,PER,168.935
2021-06-01,PER,163.48499999999999
2021-07-01,PER,197.162
2021-08-01,PER,174.946
2021-09-01,PER,180.259
2021-10-01,PER,180.577
2021-11-01,PER,194.35500000000002
2021-12-01,PER,169.99200000000002
2022-01-01,PER,185.509
2022-02-01,PER,212.94
2022-03-01,PER,171.19
2022-04-01,PER,218.263
2022-05-01,PER,194.252
2022-06-01,PER,234.687
2022-07-01,PER,218.82399999999998
2022-08-01,PER,217.571
2022-09-01,PER,246.32100000000003
2022-10-01,PER,227.95399999999998
2022-11-01,PER,192.796
2022-12-01,PER,193.89499999999998
2023-01-01,PER,205.94299999999998
2023-02-01,PER,190.529
2023-03-01,PER,208.601
2023-04-01,PER,193.202
2023-05-01,PER,199.56799999999998
2023-06-01,PER,172.296
2023-07-01,PER,162.853
2023-08-01,PER,163.518
2023-09-01,PER,174.088
2023-10-01,PER,176.378
2023-11-01,PER,160.487
2023-12-01,PER,159.709
2024-01-01,PER,167.42
2024-02-01,PER,152.552
2024-03-01,PER,152.36
2024-04-01,PER,160.095
2024-05-01,PER,158.792
2024-06-01,PER,153.63899999999998
2024-07-01,PER,164.40200000000002
2024-08-01,PER,156.54600000000002
2024-09-01,PER,153.565
2024-10-01,PER,155.51
2024-11-01,PER,156.98399999999998
2024-12-01,PER,157.484
2025-01-01,PER,158.548
2025-02-01,PER,163.853
2025-03-01,PER,170.175
2025-04-01,PER,176.182
2025-05-01,PER,157.51500000000001
2025-06-01,PER,154.148
2025-07-01,PER,140.15200000000002
2025-08-01,PER,131.405
2025-09-01,PER,119.346
2025-10-01,PER,120.30499999999999
2025-11-01,PER,128.454
2025-12-01,PER,134.60399999999998
2026-01-01,PER,128.65
2026-02-01,PER,143.255
2026-03-01,PER,138.776
