date,country,dlog_spread,overshoot,jump_bp,spread_bp
2012-05-01,BRA,0.2603397528794398,0.09419178555637969,55.98599999999996,244.25599999999997
2012-05-01,URY,0.2793644201799852,0.07610164591790519,61.233000000000004,251.227
2012-05-01,CHL,0.20180414976033578,0.026609300085971233,34.863,190.774
2012-05-01,MEX,0.2887508266123353,0.12572017799465895,62.53299999999996,249.33299999999997
2013-02-01,URY,0.21414062223430008,0.010877847972220078,31.636999999999972,164.12199999999999
2013-05-01,BRA,0.18623024107120045,0.020082273748140367,35.34200000000001,207.995
2013-05-01,COL,0.2447987461337453,0.04787160614769073,36.21600000000001,166.788
2013-06-01,URY,0.31034543272185733,0.10708265845977732,62.775000000000006,235.283
2013-06-01,PAN,0.3120086918421787,0.11854729499052041,58.45300000000003,218.08800000000002
2013-06-01,PER,0.23570966156666717,0.03270066716061276,42.162000000000006,200.781
2013-08-01,URY,0.26709835916295965,0.06383558490087965,56.613999999999976,241.52499999999998
2014-01-01,ARG,0.2947930882777108,0.045350010686903586,277.0010000000001,1084.941
2014-01-01,COL,0.24305719016363359,0.04613005017757901,44.90199999999999,208.09799999999998
2014-01-01,MEX,0.2120982828915441,0.04906763427386773,41.839999999999975,218.926
2014-01-01,BRA,0.19021801016992423,0.024070042846864148,48.209,278.309
2014-01-01,PER,0.22142494481673314,0.018415950410678728,40.12699999999998,202.02499999999998
2014-01-01,URY,0.2104286948901679,0.007165920628087907,45.31999999999999,238.824
2014-12-01,ECU,0.473018383128462,0.17998733962491964,332.85900000000004,883.193
2015-01-01,MEX,0.16775050693497473,0.0047198583172983755,38.86099999999999,251.63299999999998
2015-01-01,BRA,0.20226685856262083,0.036118891239560746,60.637,331.127
2015-08-01,ECU,0.31576310987237743,0.02273206636883507,363.80500000000006,1343.605
2015-09-01,BRA,0.30238836051580886,0.13624039319274878,128.24600000000004,491.46000000000004
2015-09-01,SLV,0.20374209760693773,0.024878270631051302,112.37200000000001,609.633
2015-12-01,BRA,0.19635794106225468,0.030209973739194595,97.61399999999998,547.526
2016-11-01,SLV,0.21775515579050087,0.038891328814614434,116.21999999999991,593.9359999999999
2018-05-01,BRA,0.21084243825480975,0.044694470931749664,56.77800000000002,298.677
2018-08-01,BRA,0.24904938811220134,0.08290142078914126,74.36000000000001,337.297
2018-08-01,ARG,0.3277930847877384,0.07835000719693119,215.58300000000008,771.35
2018-10-01,MEX,0.17964926838041073,0.016618619762734377,50.452,306.817
2018-10-01,PAN,0.2019921304985033,0.008530733646844979,26.74600000000001,146.234
2019-08-01,ARG,1.1765166382901864,0.9270735606993792,1751.2179999999998,2531.946
2019-11-01,ECU,0.37277016197364166,0.07973911847009929,356.4570000000001,1145.5140000000001
2020-02-01,MEX,0.18706355329784952,0.02403290468017316,63.436000000000035,371.821
2020-02-01,PAN,0.21171271896164612,0.01825132210998781,31.20599999999999,163.551
2020-02-01,URY,0.2044990690001507,0.0012362947380706868,36.172,195.583
2020-02-01,CHL,0.1849990808656452,0.009804231191280655,30.331000000000017,179.585
2020-02-01,ECU,0.36493946187368476,0.07190841837014239,448.34699999999987,1466.33
2020-02-01,PER,0.24207540555298923,0.03906641114693482,33.485,155.742
2020-03-01,SLV,0.5441866231150181,0.36532279613913166,346.423,825.433
2020-03-01,ARG,0.5105416030490595,0.2610985254582523,1520.621,3803.1730000000002
2020-03-01,URY,0.4197251378071103,0.2164623635450303,102.00500000000002,297.588
2020-03-01,PER,0.5296707046052553,0.3266617101992009,108.76600000000005,264.50800000000004
2020-03-01,PAN,0.5490991124910893,0.35563771563943103,119.66899999999998,283.21999999999997
2020-03-01,BRA,0.43840974366591734,0.27226177634285725,138.03099999999998,388.887
2020-03-01,MEX,0.5635580643239599,0.4005274157062836,281.4359999999999,653.257
2020-03-01,CHL,0.5172719341448282,0.34207708447046364,121.65899999999996,301.24399999999997
2020-03-01,COL,0.5733252410763869,0.37639810109033234,164.24200000000002,376.398
2020-03-01,DOM,0.4263707384031079,0.2482604843567879,215.58800000000002,621.066
2020-03-01,ECU,1.1330539851272672,0.8400229416237248,3086.808,4553.138
2021-02-01,PER,0.24577518793851105,0.04276619353245664,35.676000000000045,163.72500000000002
2021-06-01,SLV,0.19140753685385903,0.012543709877972598,125.54100000000005,720.655
2021-09-01,SLV,0.2543181820993352,0.07545435512344878,236.12,1051.502
2021-11-01,SLV,0.26617098530132033,0.0873071583254339,307.24199999999996,1314.731
2022-04-01,SLV,0.2157442043329958,0.03688037735710936,427.0350000000001,2200.547
2022-04-01,PER,0.2429267068784755,0.039917712472421096,47.07300000000001,218.263
2022-06-01,ECU,0.37339311238249806,0.0803620688789557,363.006,1164.954
2022-06-01,DOM,0.22051761230999123,0.04240735826367123,101.34199999999998,512.096
2022-06-01,COL,0.28075932665311765,0.08383218666706307,109.22600000000006,446.20300000000003
2022-06-01,BRA,0.20436204460332874,0.038214077280268655,65.99399999999997,357.04699999999997
2022-06-01,MEX,0.21519506229734198,0.05216441367966562,91.62599999999998,473.236
2023-02-01,ECU,0.3726578094572046,0.07962676595366225,548.9759999999999,1764.6339999999998
2025-02-01,ECU,0.3817424878472764,0.08871144434373401,437.3509999999999,1378.225
2025-09-01,ARG,0.38846101186785464,0.13901793427704745,393.3119999999998,1221.8439999999998
