date,country,alpha_iet,xmin_iet,n_events_window,mean_wait_months
2015-03-01,MEX,2.956069404922135,6.044678055190539,7,9.340779675865088
2015-04-01,MEX,2.956069404922135,6.044678055190539,7,9.340779675865088
2015-05-01,MEX,2.956069404922135,6.044678055190539,7,9.340779675865088
2015-06-01,MEX,1.5165320882404356,1.0183968462549278,6,9.999999999999998
2015-07-01,MEX,1.5165320882404356,1.0183968462549278,6,9.999999999999998
2015-08-01,MEX,1.5165320882404356,1.0183968462549278,6,9.999999999999998
2015-09-01,MEX,1.5165320882404356,1.0183968462549278,6,9.999999999999998
2015-10-01,MEX,1.5165320882404356,1.0183968462549278,6,9.999999999999998
2015-11-01,MEX,1.5165320882404356,1.0183968462549278,6,9.999999999999998
2015-12-01,MEX,1.5330166403852894,1.0183968462549278,5,10.257884362680683
