date,type,kappa_ollivier,kappa_forman,rho_max,rho_frob,sfi_max,sfi_frob,hhi,density,n_nodes,n_edges
2009-10-01,corr,0.9816338377134156,1.1916048580812437,0.923432274674161,0.9469496321622655,12.060333133111035,17.850010673982613,0.0920555201759374,1.0,11,55
2010-01-01,corr,0.9816410952124062,1.2007878948976802,0.9248183274716082,0.9471904380645703,12.301114039759588,17.935964688036993,0.09204353689649492,1.0,11,55
2010-04-01,corr,0.9816559850647122,1.1865106867790551,0.9228956474934532,0.9469067908926793,11.969436451918739,17.834800472855864,0.09205771738804258,1.0,11,55
2010-07-01,corr,0.9821799328213925,1.208045346743733,0.9301489796264008,0.9473693060396245,13.31618313736127,18.000319485676535,0.09204694352543041,1.0,11,55
2010-10-01,corr,0.9821309471287522,1.1579168742200419,0.9300281518638492,0.9468135250980799,13.291461875556104,17.801772477760114,0.09218748280144248,1.0,11,55
2011-01-01,corr,0.9583554306571888,1.1450446501585496,0.9028358068572679,0.9286631451335166,9.291857191990696,13.017999558175575,0.11016183242871118,0.6727272727272727,11,37
2011-04-01,corr,0.9427999299545516,1.23944412441981,0.876029642815725,0.918071707842836,7.066444452632788,11.20579574735536,0.10216745893487988,0.7636363636363637,11,42
2011-07-01,corr,0.9430853719551281,1.0542148295097657,0.8868699354303868,0.9325578155829329,7.839383269198636,13.827514984033314,0.09672256656319436,0.8909090909090909,11,49
2011-10-01,corr,0.9696018648602553,1.446749164044745,0.9358301024946714,0.9428458242870735,14.583630937184532,16.496534374369983,0.09928938214074927,0.8363636363636363,11,46
2012-01-01,corr,0.9858674376793306,1.5187443216173355,0.9393490274684103,0.9457177039616796,15.487781782545303,17.42221263621668,0.10045138528523267,0.8181818181818182,11,45
2012-04-01,corr,0.9841682457387909,1.5123666403268228,0.9371184407352051,0.9457246460665943,14.902913536049414,17.42456893467654,0.100475287383399,0.8181818181818182,11,45
2012-07-01,corr,0.9853919752850259,1.5797694939176836,0.9373257191613277,0.946748798827007,14.955508170473708,17.778919122432164,0.10045286165571862,0.8181818181818182,11,45
