date,type,src,dst,weight
2012-07-01,partial,ARG,MEX,0.7204511580926922
2012-07-01,partial,ARG,PAN,0.6507594311284003
2012-07-01,partial,ARG,SLV,0.4791356508716053
2012-07-01,partial,BRA,CHL,0.5906394436827013
2012-07-01,partial,BRA,COL,0.8616188248215675
2012-07-01,partial,BRA,ECU,0.5475966271364408
2012-07-01,partial,BRA,MEX,0.8393242720635083
2012-07-01,partial,BRA,PAN,0.8256902075062512
2012-07-01,partial,BRA,PER,0.5064862911625736
2012-07-01,partial,CHL,MEX,0.6530791313958992
2012-07-01,partial,CHL,PAN,0.4620798344744968
2012-07-01,partial,COL,ECU,0.5696123430095291
2012-07-01,partial,COL,MEX,0.8155232065258661
2012-07-01,partial,COL,PAN,0.8208363050996855
2012-07-01,partial,COL,PER,0.5811009970963343
2012-07-01,partial,DOM,ECU,0.49999313601298484
2012-07-01,partial,DOM,SLV,0.449084050959989
2012-07-01,partial,ECU,PER,0.47396121019050735
2012-07-01,partial,ECU,URY,0.4663731390032859
2012-07-01,partial,MEX,PAN,0.7655081260869363
2012-07-01,partial,MEX,PER,0.4744591704863363
2012-07-01,mst,ARG,BRA,0.8930357797211798
2012-07-01,mst,ARG,CHL,0.8504221214401944
2012-07-01,mst,BRA,MEX,0.975414315345235
2012-07-01,mst,BRA,COL,0.9749064826164495
2012-07-01,mst,BRA,PAN,0.9689096839096708
2012-07-01,mst,BRA,URY,0.944380213420084
2012-07-01,mst,CHL,ECU,0.370040213268535
2012-07-01,mst,COL,PER,0.9087784069267736
2012-07-01,mst,DOM,SLV,0.7858573582863706
2012-07-01,mst,SLV,URY,0.8953669501171175
2012-10-01,corr,ARG,BRA,0.8588945457309286
2012-10-01,corr,ARG,CHL,0.8205120911738937
2012-10-01,corr,ARG,COL,0.7969264651136624
2012-10-01,corr,ARG,DOM,0.6790280992183279
2012-10-01,corr,ARG,ECU,0.5715423367462935
2012-10-01,corr,ARG,MEX,0.8438298970892912
2012-10-01,corr,ARG,PAN,0.7733255021675332
2012-10-01,corr,ARG,PER,0.7552637905125608
2012-10-01,corr,ARG,SLV,0.805863152212737
2012-10-01,corr,ARG,URY,0.8322515231474241
2012-10-01,corr,BRA,CHL,0.8135011308612893
2012-10-01,corr,BRA,COL,0.9691397186324799
2012-10-01,corr,BRA,DOM,0.7092652236184902
2012-10-01,corr,BRA,ECU,0.4577314185053498
2012-10-01,corr,BRA,MEX,0.9766711655278518
2012-10-01,corr,BRA,PAN,0.9550219601160074
2012-10-01,corr,BRA,PER,0.9010086624701276
2012-10-01,corr,BRA,SLV,0.8934925013256761
2012-10-01,corr,BRA,URY,0.9610750034177238
2012-10-01,corr,CHL,COL,0.7360178932956641
2012-10-01,corr,CHL,DOM,0.7682417679836858
2012-10-01,corr,CHL,ECU,0.49693229937896405
2012-10-01,corr,CHL,MEX,0.7999738375948008
2012-10-01,corr,CHL,PAN,0.7547934215315697
2012-10-01,corr,CHL,PER,0.7441716151714158
2012-10-01,corr,CHL,SLV,0.773782077805687
2012-10-01,corr,CHL,URY,0.7519788664212321
2012-10-01,corr,COL,DOM,0.6667568692254293
2012-10-01,corr,COL,ECU,0.404762334944169
2012-10-01,corr,COL,MEX,0.9724990286369355
2012-10-01,corr,COL,PAN,0.9555468290122431
2012-10-01,corr,COL,PER,0.9019417785761638
2012-10-01,corr,COL,SLV,0.8657648281174286
2012-10-01,corr,COL,URY,0.9483174809365092
2012-10-01,corr,DOM,MEX,0.6406064685487275
2012-10-01,corr,DOM,PAN,0.7172104121361526
2012-10-01,corr,DOM,PER,0.5987522026348681
2012-10-01,corr,DOM,SLV,0.8404610820924968
2012-10-01,corr,DOM,URY,0.7190829216392841
2012-10-01,corr,ECU,MEX,0.5187723119313388
2012-10-01,corr,ECU,PAN,0.5026147620969598
2012-10-01,corr,ECU,SLV,0.4734532744833947
2012-10-01,corr,ECU,URY,0.40056485283406246
2012-10-01,corr,MEX,PAN,0.9413136406249589
2012-10-01,corr,MEX,PER,0.9030866661845596
2012-10-01,corr,MEX,SLV,0.8518516775976069
2012-10-01,corr,MEX,URY,0.9389642794542142
2012-10-01,corr,PAN,PER,0.8472415035657654
2012-10-01,corr,PAN,SLV,0.9094995898855683
2012-10-01,corr,PAN,URY,0.942537257193821
2012-10-01,corr,PER,SLV,0.8261242942881923
2012-10-01,corr,PER,URY,0.8981229546774226
2012-10-01,corr,SLV,URY,0.9072687909315722
2012-10-01,partial,ARG,BRA,0.7471266514896296
2012-10-01,partial,ARG,CHL,0.8035625661411625
2012-10-01,partial,ARG,COL,0.7008059416066936
2012-10-01,partial,ARG,MEX,0.7530504733268755
2012-10-01,partial,ARG,PAN,0.8438163649080452
2012-10-01,partial,ARG,PER,0.4002321819894124
2012-10-01,partial,ARG,SLV,0.46691908539137655
2012-10-01,partial,BRA,CHL,0.6628435052126754
2012-10-01,partial,BRA,COL,0.8626839296946855
2012-10-01,partial,BRA,ECU,0.4775092076916422
2012-10-01,partial,BRA,MEX,0.8744905989257615
2012-10-01,partial,BRA,PAN,0.781922872937716
2012-10-01,partial,BRA,PER,0.5418719631607972
2012-10-01,partial,CHL,COL,0.4881489334995294
2012-10-01,partial,CHL,MEX,0.643010471849797
2012-10-01,partial,CHL,PAN,0.5413382172454873
2012-10-01,partial,COL,ECU,0.48349600950499694
2012-10-01,partial,COL,MEX,0.8771366415701872
2012-10-01,partial,COL,PAN,0.8072114175727
2012-10-01,partial,COL,PER,0.5866374817179422
2012-10-01,partial,COL,URY,0.4570100724522317
2012-10-01,partial,DOM,ECU,0.4444598044239824
2012-10-01,partial,DOM,SLV,0.5839942331061736
2012-10-01,partial,ECU,PER,0.5159684536405547
2012-10-01,partial,ECU,URY,0.6378635090174176
2012-10-01,partial,MEX,PAN,0.7234614441179359
2012-10-01,partial,MEX,PER,0.5556701309327059
2012-10-01,partial,PAN,SLV,0.43102982442116816
2012-10-01,partial,PER,URY,0.45092163586493694
2012-10-01,mst,ARG,BRA,0.8588945457309286
2012-10-01,mst,ARG,CHL,0.8205120911738937
2012-10-01,mst,ARG,ECU,0.5715423367462935
2012-10-01,mst,BRA,MEX,0.9766711655278518
2012-10-01,mst,BRA,URY,0.9610750034177238
2012-10-01,mst,COL,MEX,0.9724990286369355
2012-10-01,mst,COL,PAN,0.9555468290122431
2012-10-01,mst,DOM,SLV,0.8404610820924968
2012-10-01,mst,MEX,PER,0.9030866661845596
2012-10-01,mst,PAN,SLV,0.9094995898855683
2013-01-01,corr,ARG,BRA,0.7937446788059228
2013-01-01,corr,ARG,CHL,0.721538581558687
2013-01-01,corr,ARG,COL,0.7471265036091035
2013-01-01,corr,ARG,DOM,0.5097279505576414
2013-01-01,corr,ARG,ECU,0.5201704070415359
2013-01-01,corr,ARG,MEX,0.7827828118430975
2013-01-01,corr,ARG,PAN,0.6873570979163027
2013-01-01,corr,ARG,PER,0.6908114800067765
2013-01-01,corr,ARG,SLV,0.6514777647624524
2013-01-01,corr,ARG,URY,0.7861399202030811
2013-01-01,corr,BRA,CHL,0.8260576590812574
2013-01-01,corr,BRA,COL,0.9734117940743328
2013-01-01,corr,BRA,DOM,0.6746725414887326
2013-01-01,corr,BRA,ECU,0.4073512462539892
2013-01-01,corr,BRA,MEX,0.9782266473548089
2013-01-01,corr,BRA,PAN,0.9489080753148782
2013-01-01,corr,BRA,PER,0.8935956924470239
2013-01-01,corr,BRA,SLV,0.8661587717332464
2013-01-01,corr,BRA,URY,0.9658106654113908
2013-01-01,corr,CHL,COL,0.7771767129084297
2013-01-01,corr,CHL,DOM,0.7872484658205503
2013-01-01,corr,CHL,ECU,0.40932753280022366
2013-01-01,corr,CHL,MEX,0.8243271889071124
2013-01-01,corr,CHL,PAN,0.8010895954388494
2013-01-01,corr,CHL,PER,0.7631650833162794
2013-01-01,corr,CHL,SLV,0.8072851284626776
2013-01-01,corr,CHL,URY,0.7809957161081695
2013-01-01,corr,COL,DOM,0.6444358437716337
2013-01-01,corr,COL,MEX,0.9740320774445104
2013-01-01,corr,COL,PAN,0.94926654468876
2013-01-01,corr,COL,PER,0.8891471112941616
2013-01-01,corr,COL,SLV,0.8550335608496888
2013-01-01,corr,COL,URY,0.9576679216389006
2013-01-01,corr,DOM,MEX,0.6073182102845777
2013-01-01,corr,DOM,PAN,0.7124836654820217
2013-01-01,corr,DOM,PER,0.5624564452271147
2013-01-01,corr,DOM,SLV,0.8609779880071825
2013-01-01,corr,DOM,URY,0.6799028101807592
2013-01-01,corr,ECU,MEX,0.4490840972311638
2013-01-01,corr,ECU,PAN,0.400470732623252
2013-01-01,corr,MEX,PAN,0.9286373742051237
2013-01-01,corr,MEX,PER,0.890516477899238
2013-01-01,corr,MEX,SLV,0.8126027390274582
2013-01-01,corr,MEX,URY,0.9412780749337623
2013-01-01,corr,PAN,PER,0.8234447313905416
2013-01-01,corr,PAN,SLV,0.9067228384657187
2013-01-01,corr,PAN,URY,0.9331122495865363
2013-01-01,corr,PER,SLV,0.7924410569026166
2013-01-01,corr,PER,URY,0.8990651382769662
2013-01-01,corr,SLV,URY,0.8764090226225097
2013-01-01,partial,ARG,BRA,0.7919394556050414
2013-01-01,partial,ARG,CHL,0.8125607360941299
2013-01-01,partial,ARG,COL,0.7457586398765351
2013-01-01,partial,ARG,MEX,0.7585540690934575
2013-01-01,partial,ARG,PAN,0.8626856096307971
2013-01-01,partial,ARG,PER,0.42414970476068536
2013-01-01,partial,ARG,SLV,0.5261323423956735
2013-01-01,partial,BRA,CHL,0.6002862413178638
2013-01-01,partial,BRA,COL,0.8627314608586226
2013-01-01,partial,BRA,MEX,0.8736610983112687
2013-01-01,partial,BRA,PAN,0.7585617478549627
2013-01-01,partial,BRA,PER,0.5315395386894994
2013-01-01,partial,BRA,URY,0.42079736368680126
2013-01-01,partial,CHL,COL,0.49871814323932956
2013-01-01,partial,CHL,MEX,0.6376031486779214
2013-01-01,partial,CHL,PAN,0.5605714546546972
2013-01-01,partial,COL,MEX,0.8681629940063171
2013-01-01,partial,COL,PAN,0.7743666545943962
2013-01-01,partial,COL,PER,0.5356472884365323
2013-01-01,partial,COL,URY,0.46651230453769105
2013-01-01,partial,DOM,ECU,0.48026994206397766
2013-01-01,partial,DOM,SLV,0.7068344086235374
2013-01-01,partial,ECU,SLV,0.5400002287822105
2013-01-01,partial,ECU,URY,0.6661368845339806
2013-01-01,partial,MEX,PAN,0.6788919017421985
2013-01-01,partial,MEX,PER,0.5198019787838721
2013-01-01,partial,PAN,SLV,0.5688124294745737
2013-01-01,partial,PER,URY,0.4749700664546575
2013-01-01,mst,ARG,BRA,0.7937446788059228
2013-01-01,mst,ARG,ECU,0.5201704070415359
2013-01-01,mst,BRA,MEX,0.9782266473548089
2013-01-01,mst,BRA,URY,0.9658106654113908
2013-01-01,mst,BRA,CHL,0.8260576590812574
2013-01-01,mst,COL,MEX,0.9740320774445104
2013-01-01,mst,COL,PAN,0.94926654468876
2013-01-01,mst,DOM,SLV,0.8609779880071825
2013-01-01,mst,PAN,SLV,0.9067228384657187
2013-01-01,mst,PER,URY,0.8990651382769662
2013-04-01,corr,ARG,BRA,0.8038478911251465
2013-04-01,corr,ARG,CHL,0.7424194846211305
2013-04-01,corr,ARG,COL,0.7593326965074083
2013-04-01,corr,ARG,DOM,0.5482599036689365
2013-04-01,corr,ARG,ECU,0.44972986714619945
2013-04-01,corr,ARG,MEX,0.7890611185767138
2013-04-01,corr,ARG,PAN,0.704472608059777
2013-04-01,corr,ARG,PER,0.7085224256389372
2013-04-01,corr,ARG,SLV,0.5405826006034516
2013-04-01,corr,ARG,URY,0.7919743600817754
2013-04-01,corr,BRA,CHL,0.8585800041533773
2013-04-01,corr,BRA,COL,0.9746636730107194
2013-04-01,corr,BRA,DOM,0.7089580387871186
2013-04-01,corr,BRA,MEX,0.9736865090860283
2013-04-01,corr,BRA,PAN,0.9536798695814801
2013-04-01,corr,BRA,PER,0.8996996932289844
2013-04-01,corr,BRA,SLV,0.7627869594718674
2013-04-01,corr,BRA,URY,0.9688989371861293
2013-04-01,corr,CHL,COL,0.8308563691895812
2013-04-01,corr,CHL,DOM,0.8026256853244149
2013-04-01,corr,CHL,MEX,0.8472295131659232
2013-04-01,corr,CHL,PAN,0.8500731793272247
2013-04-01,corr,CHL,PER,0.7934515190908514
2013-04-01,corr,CHL,SLV,0.7350937634285051
2013-04-01,corr,CHL,URY,0.8255245818307282
2013-04-01,corr,COL,DOM,0.6802929901265085
2013-04-01,corr,COL,MEX,0.9755039782560866
2013-04-01,corr,COL,PAN,0.9455243491539933
2013-04-01,corr,COL,PER,0.9031855590924195
2013-04-01,corr,COL,SLV,0.7363262251607653
2013-04-01,corr,COL,URY,0.9510943274341315
2013-04-01,corr,DOM,MEX,0.646952265051358
2013-04-01,corr,DOM,PAN,0.7519664883034352
2013-04-01,corr,DOM,PER,0.5819302085688274
2013-04-01,corr,DOM,SLV,0.7954716784524145
2013-04-01,corr,DOM,URY,0.7132183747142283
2013-04-01,corr,MEX,PAN,0.9329395464840813
2013-04-01,corr,MEX,PER,0.8962046859132298
2013-04-01,corr,MEX,SLV,0.7341899290138976
2013-04-01,corr,MEX,URY,0.9450421420064433
2013-04-01,corr,PAN,PER,0.8368206191733816
2013-04-01,corr,PAN,SLV,0.8093194405795832
2013-04-01,corr,PAN,URY,0.9337983968144973
2013-04-01,corr,PER,SLV,0.7013667450450682
2013-04-01,corr,PER,URY,0.9095136326293177
2013-04-01,corr,SLV,URY,0.7973338469028013
2013-04-01,partial,ARG,BRA,0.6866254757227933
2013-04-01,partial,ARG,CHL,0.8051991651770313
2013-04-01,partial,ARG,COL,0.6735691355670865
2013-04-01,partial,ARG,MEX,0.7176822136992156
2013-04-01,partial,ARG,PAN,0.8241727443028848
2013-04-01,partial,ARG,SLV,0.5742620658543663
2013-04-01,partial,BRA,CHL,0.6231480516969241
2013-04-01,partial,BRA,COL,0.8879328288731282
2013-04-01,partial,BRA,MEX,0.8533429864797103
2013-04-01,partial,BRA,PAN,0.7790205020464422
2013-04-01,partial,BRA,PER,0.5875717590991856
2013-04-01,partial,BRA,URY,0.4570898706006636
2013-04-01,partial,CHL,COL,0.5935878837980407
2013-04-01,partial,CHL,MEX,0.6691315773761368
2013-04-01,partial,CHL,PAN,0.6286086305968488
2013-04-01,partial,COL,MEX,0.8922544286758146
2013-04-01,partial,COL,PAN,0.7720630103512495
2013-04-01,partial,COL,PER,0.6152801756863268
2013-04-01,partial,COL,URY,0.42822548419484563
2013-04-01,partial,DOM,SLV,0.4959440283672972
2013-04-01,partial,ECU,PER,0.4666946622717391
2013-04-01,partial,ECU,URY,0.6399773855138683
2013-04-01,partial,MEX,PAN,0.7058739363923678
2013-04-01,partial,MEX,PER,0.5664914765490225
2013-04-01,partial,PER,URY,0.528417349977874
2013-04-01,mst,ARG,BRA,0.8038478911251465
2013-04-01,mst,ARG,ECU,0.44972986714619945
2013-04-01,mst,BRA,COL,0.9746636730107194
2013-04-01,mst,BRA,URY,0.9688989371861293
2013-04-01,mst,BRA,PAN,0.9536798695814801
2013-04-01,mst,BRA,CHL,0.8585800041533773
2013-04-01,mst,CHL,DOM,0.8026256853244149
2013-04-01,mst,COL,MEX,0.9755039782560866
2013-04-01,mst,PAN,SLV,0.8093194405795832
2013-04-01,mst,PER,URY,0.9095136326293177
2013-07-01,corr,ARG,BRA,0.7364727620910969
2013-07-01,corr,ARG,CHL,0.6976457674046548
2013-07-01,corr,ARG,COL,0.6944565765091514
2013-07-01,corr,ARG,DOM,0.544049901788155
2013-07-01,corr,ARG,ECU,0.4674633578111321
2013-07-01,corr,ARG,MEX,0.7370021464263858
2013-07-01,corr,ARG,PAN,0.6483710093186461
2013-07-01,corr,ARG,PER,0.693951981015223
2013-07-01,corr,ARG,SLV,0.4759038137996806
2013-07-01,corr,ARG,URY,0.7365933248745875
2013-07-01,corr,BRA,CHL,0.886200285352908
2013-07-01,corr,BRA,COL,0.9772673641023916
2013-07-01,corr,BRA,DOM,0.6997362784679952
2013-07-01,corr,BRA,MEX,0.9749027269078709
2013-07-01,corr,BRA,PAN,0.9304434753828854
2013-07-01,corr,BRA,PER,0.9626365101744131
2013-07-01,corr,BRA,SLV,0.7523980670695971
2013-07-01,corr,BRA,URY,0.9587467848546644
2013-07-01,corr,CHL,COL,0.8528141198849579
2013-07-01,corr,CHL,DOM,0.7970012047227075
2013-07-01,corr,CHL,MEX,0.8631947398119122
2013-07-01,corr,CHL,PAN,0.8860831857691374
2013-07-01,corr,CHL,PER,0.8508166590794916
2013-07-01,corr,CHL,SLV,0.7389925552782719
2013-07-01,corr,CHL,URY,0.8599073977073944
2013-07-01,corr,COL,DOM,0.6628198508046237
2013-07-01,corr,COL,MEX,0.9776674455238971
2013-07-01,corr,COL,PAN,0.9133287690134431
2013-07-01,corr,COL,PER,0.9599403267694371
2013-07-01,corr,COL,SLV,0.7214983126960597
2013-07-01,corr,COL,URY,0.9373524821132435
2013-07-01,corr,DOM,MEX,0.6488535111104231
2013-07-01,corr,DOM,PAN,0.7698367329055584
2013-07-01,corr,DOM,PER,0.667502319977211
2013-07-01,corr,DOM,SLV,0.8047244216080783
2013-07-01,corr,DOM,URY,0.7386344948018171
2013-07-01,corr,ECU,PAN,0.402942037065449
2013-07-01,corr,MEX,PAN,0.9128672219366534
2013-07-01,corr,MEX,PER,0.9461274456103226
2013-07-01,corr,MEX,SLV,0.7275722705453047
2013-07-01,corr,MEX,URY,0.9375713872336987
2013-07-01,corr,PAN,PER,0.8919503195938611
2013-07-01,corr,PAN,SLV,0.8057180012858741
2013-07-01,corr,PAN,URY,0.9379499376962768
2013-07-01,corr,PER,SLV,0.7387916091606496
2013-07-01,corr,PER,URY,0.9570829493510079
2013-07-01,corr,SLV,URY,0.8008420662400432
2013-07-01,partial,ARG,BRA,0.6951543347158862
2013-07-01,partial,ARG,CHL,0.790507438904832
2013-07-01,partial,ARG,COL,0.6729670796945657
2013-07-01,partial,ARG,MEX,0.7119193790217903
2013-07-01,partial,ARG,PAN,0.8189298584067819
2013-07-01,partial,ARG,PER,0.49904549828301653
2013-07-01,partial,ARG,SLV,0.6055227035447207
2013-07-01,partial,BRA,CHL,0.631317417944901
2013-07-01,partial,BRA,COL,0.9135154429200423
2013-07-01,partial,BRA,MEX,0.8695234856048977
2013-07-01,partial,BRA,PAN,0.6574771311577144
2013-07-01,partial,BRA,PER,0.7994140020391527
2013-07-01,partial,BRA,URY,0.4227629345051548
2013-07-01,partial,CHL,COL,0.6054645511169652
2013-07-01,partial,CHL,MEX,0.6758942134030628
2013-07-01,partial,CHL,PAN,0.6183411102154917
2013-07-01,partial,COL,MEX,0.9130883840940192
2013-07-01,partial,COL,PAN,0.6472564464255236
2013-07-01,partial,COL,PER,0.7977655162069918
2013-07-01,partial,DOM,SLV,0.5109348211139426
2013-07-01,partial,ECU,PER,0.5633877485746009
2013-07-01,partial,ECU,URY,0.6051222838324581
2013-07-01,partial,MEX,PAN,0.6105878342239204
2013-07-01,partial,MEX,PER,0.7011412141677192
2013-07-01,partial,PAN,PER,0.4894665044097574
2013-07-01,partial,PER,URY,0.6486876159903683
2013-07-01,mst,ARG,MEX,0.7370021464263858
2013-07-01,mst,ARG,ECU,0.4674633578111321
2013-07-01,mst,BRA,COL,0.9772673641023916
2013-07-01,mst,BRA,PER,0.9626365101744131
2013-07-01,mst,BRA,URY,0.9587467848546644
2013-07-01,mst,BRA,CHL,0.886200285352908
2013-07-01,mst,COL,MEX,0.9776674455238971
2013-07-01,mst,DOM,SLV,0.8047244216080783
2013-07-01,mst,PAN,URY,0.9379499376962768
2013-07-01,mst,PAN,SLV,0.8057180012858741
2013-10-01,corr,ARG,BRA,0.6505728224795835
2013-10-01,corr,ARG,CHL,0.653867039736997
2013-10-01,corr,ARG,COL,0.6059945883854496
2013-10-01,corr,ARG,ECU,0.4756013144740933
2013-10-01,corr,ARG,MEX,0.6681582103175538
2013-10-01,corr,ARG,PAN,0.5617172245925068
2013-10-01,corr,ARG,PER,0.6268246459235501
2013-10-01,corr,ARG,URY,0.6808474473026939
2013-10-01,corr,BRA,CHL,0.8687524941435929
2013-10-01,corr,BRA,COL,0.9633950586285235
2013-10-01,corr,BRA,DOM,0.5257321861185588
2013-10-01,corr,BRA,MEX,0.9505559559641606
2013-10-01,corr,BRA,PAN,0.8677208368160125
2013-10-01,corr,BRA,PER,0.9460486440623973
2013-10-01,corr,BRA,SLV,0.5931280723030807
2013-10-01,corr,BRA,URY,0.8841074879339199
2013-10-01,corr,CHL,COL,0.8448561966515981
2013-10-01,corr,CHL,DOM,0.7000696817672182
2013-10-01,corr,CHL,MEX,0.8670431519007086
2013-10-01,corr,CHL,PAN,0.9094835454308391
2013-10-01,corr,CHL,PER,0.8622663676302196
2013-10-01,corr,CHL,SLV,0.7091714810814971
2013-10-01,corr,CHL,URY,0.9034873075049982
2013-10-01,corr,COL,DOM,0.48953638709681546
2013-10-01,corr,COL,MEX,0.9657645393101871
2013-10-01,corr,COL,PAN,0.8650627002389494
2013-10-01,corr,COL,PER,0.9516155992816449
2013-10-01,corr,COL,SLV,0.5724114551442526
2013-10-01,corr,COL,URY,0.874707126366824
2013-10-01,corr,DOM,MEX,0.45363311282863367
2013-10-01,corr,DOM,PAN,0.6273975743989683
2013-10-01,corr,DOM,PER,0.5119847870435567
2013-10-01,corr,DOM,SLV,0.6618200994580126
2013-10-01,corr,DOM,URY,0.5473602337704778
2013-10-01,corr,ECU,MEX,0.41918739617534984
2013-10-01,corr,ECU,PAN,0.42777299150407744
2013-10-01,corr,MEX,PAN,0.8786141038035827
2013-10-01,corr,MEX,PER,0.9419046811937885
2013-10-01,corr,MEX,SLV,0.5872435071103983
2013-10-01,corr,MEX,URY,0.8985806077153585
2013-10-01,corr,PAN,PER,0.8743382520764131
2013-10-01,corr,PAN,SLV,0.7245358994297896
2013-10-01,corr,PAN,URY,0.921454468673999
2013-10-01,corr,PER,SLV,0.6217472771154245
2013-10-01,corr,PER,URY,0.9414629669645956
2013-10-01,corr,SLV,URY,0.6970968560628259
2013-10-01,partial,ARG,BRA,0.677512975825847
2013-10-01,partial,ARG,CHL,0.8004487192701334
2013-10-01,partial,ARG,COL,0.6707089994834999
2013-10-01,partial,ARG,DOM,0.4577189759256365
2013-10-01,partial,ARG,MEX,0.6922236034905986
2013-10-01,partial,ARG,PAN,0.7695846835314937
2013-10-01,partial,ARG,PER,0.5567763915753269
2013-10-01,partial,ARG,SLV,0.7206112573664102
2013-10-01,partial,BRA,CHL,0.6504610439144705
2013-10-01,partial,BRA,COL,0.9003519957687225
2013-10-01,partial,BRA,MEX,0.8381383151176814
2013-10-01,partial,BRA,PAN,0.49364619623190603
2013-10-01,partial,BRA,PER,0.7751708476979698
2013-10-01,partial,CHL,COL,0.6275604638613222
2013-10-01,partial,CHL,DOM,0.46026837637062956
2013-10-01,partial,CHL,MEX,0.66736162978889
2013-10-01,partial,CHL,PAN,0.5675591547349712
2013-10-01,partial,CHL,PER,0.46064417873000657
2013-10-01,partial,CHL,SLV,0.4868372845908355
2013-10-01,partial,COL,ECU,0.40345648624230795
2013-10-01,partial,COL,MEX,0.909442760293828
2013-10-01,partial,COL,PAN,0.5449059817512114
2013-10-01,partial,COL,PER,0.8200209524372988
2013-10-01,partial,DOM,SLV,0.504538017247578
2013-10-01,partial,ECU,PER,0.5658480513334815
2013-10-01,partial,ECU,URY,0.44347548892200617
2013-10-01,partial,MEX,PAN,0.5160507948464937
2013-10-01,partial,MEX,PER,0.7468895402537277
2013-10-01,partial,PAN,PER,0.5020565171688259
2013-10-01,partial,PAN,SLV,0.4586403766311811
2013-10-01,partial,PER,URY,0.5235649908272698
2013-10-01,mst,ARG,URY,0.6808474473026939
2013-10-01,mst,ARG,ECU,0.4756013144740933
2013-10-01,mst,BRA,COL,0.9633950586285235
2013-10-01,mst,CHL,PAN,0.9094835454308391
2013-10-01,mst,CHL,DOM,0.7000696817672182
2013-10-01,mst,COL,MEX,0.9657645393101871
2013-10-01,mst,COL,PER,0.9516155992816449
2013-10-01,mst,PAN,URY,0.921454468673999
2013-10-01,mst,PAN,SLV,0.7245358994297896
2013-10-01,mst,PER,URY,0.9414629669645956
2014-01-01,corr,ARG,BRA,0.48972876957261785
2014-01-01,corr,ARG,CHL,0.5306487084639395
2014-01-01,corr,ARG,COL,0.45688567966376104
2014-01-01,corr,ARG,ECU,0.526957933281987
2014-01-01,corr,ARG,MEX,0.5254334261740099
2014-01-01,corr,ARG,PAN,0.45614178686544044
2014-01-01,corr,ARG,PER,0.4637518997955614
2014-01-01,corr,ARG,URY,0.5478366202841286
2014-01-01,corr,BRA,CHL,0.8793496327155541
2014-01-01,corr,BRA,COL,0.9602094953804408
2014-01-01,corr,BRA,DOM,0.5655154623828115
2014-01-01,corr,BRA,ECU,0.48989738105554836
2014-01-01,corr,BRA,MEX,0.9449601741665264
2014-01-01,corr,BRA,PAN,0.8674339942481093
2014-01-01,corr,BRA,PER,0.9416987764642168
2014-01-01,corr,BRA,SLV,0.5572425112844477
2014-01-01,corr,BRA,URY,0.85669849067583
2014-01-01,corr,CHL,COL,0.8595155812819874
2014-01-01,corr,CHL,DOM,0.6770520637242792
2014-01-01,corr,CHL,ECU,0.44508644759436633
2014-01-01,corr,CHL,MEX,0.8823866831812267
2014-01-01,corr,CHL,PAN,0.9088422651875628
2014-01-01,corr,CHL,PER,0.8918990698836184
2014-01-01,corr,CHL,SLV,0.6466882163898503
2014-01-01,corr,CHL,URY,0.9169946354473479
2014-01-01,corr,COL,DOM,0.5229793354664187
2014-01-01,corr,COL,ECU,0.4250373751794861
2014-01-01,corr,COL,MEX,0.9626481037485838
2014-01-01,corr,COL,PAN,0.8746155159556687
2014-01-01,corr,COL,PER,0.9488503794720559
2014-01-01,corr,COL,SLV,0.5368198205732111
2014-01-01,corr,COL,URY,0.8524133790022689
2014-01-01,corr,DOM,MEX,0.4856373311369306
2014-01-01,corr,DOM,PAN,0.6386431250512147
2014-01-01,corr,DOM,PER,0.47753104436991267
2014-01-01,corr,DOM,SLV,0.6375111709760943
2014-01-01,corr,DOM,URY,0.5245319722249209
2014-01-01,corr,ECU,MEX,0.509115344210423
2014-01-01,corr,ECU,PAN,0.5038011155816975
2014-01-01,corr,ECU,PER,0.4129338084766993
2014-01-01,corr,ECU,SLV,0.5585654819116677
2014-01-01,corr,ECU,URY,0.5147403982532871
2014-01-01,corr,MEX,PAN,0.8774160500622619
2014-01-01,corr,MEX,PER,0.9540739762445504
2014-01-01,corr,MEX,SLV,0.539795572444825
2014-01-01,corr,MEX,URY,0.8859937999344105
2014-01-01,corr,PAN,PER,0.9106511106838927
2014-01-01,corr,PAN,SLV,0.6944123917519051
2014-01-01,corr,PAN,URY,0.9356943914737275
2014-01-01,corr,PER,SLV,0.5548295800151309
2014-01-01,corr,PER,URY,0.9318833613244367
2014-01-01,corr,SLV,URY,0.6510144469345499
2014-01-01,partial,ARG,BRA,0.7222753464516651
2014-01-01,partial,ARG,CHL,0.7331005643379059
2014-01-01,partial,ARG,COL,0.7048748775159075
2014-01-01,partial,ARG,DOM,0.574671680232083
2014-01-01,partial,ARG,MEX,0.681144726047857
2014-01-01,partial,ARG,PAN,0.7568860533334133
2014-01-01,partial,ARG,PER,0.6933253487483313
2014-01-01,partial,ARG,SLV,0.7093033931332163
2014-01-01,partial,BRA,CHL,0.7056473220921314
2014-01-01,partial,BRA,COL,0.9070031741844211
2014-01-01,partial,BRA,ECU,0.4833489936304675
2014-01-01,partial,BRA,MEX,0.8480690037206222
2014-01-01,partial,BRA,PAN,0.5628914615342002
2014-01-01,partial,BRA,PER,0.8470673201248774
2014-01-01,partial,CHL,COL,0.6899270457861038
2014-01-01,partial,CHL,DOM,0.4596861235725753
